strategy,rps,second,n_runs,mean_total_pods,stddev_total_pods
st5-AttUpd,500,59,10,11.3000,1.1595
st5-AttUpd,500,60,10,11.5000,1.7159
st5-AttUpd,500,61,10,11.6000,1.7764
st5-AttUpd,500,62,10,11.6000,1.7764
st5-AttUpd,500,63,10,11.6000,1.7764
st5-AttUpd,500,64,10,11.6000,1.7764
st5-AttUpd,500,65,10,11.6000,1.7764
st5-AttUpd,500,66,10,11.6000,1.7764
st5-AttUpd,500,67,10,11.6000,1.7764
st5-AttUpd,500,68,10,11.6000,1.7764
st5-AttUpd,500,69,10,11.6000,1.7764
st5-AttUpd,500,70,10,11.6000,1.7764
st5-AttUpd,500,71,10,11.6000,1.7764
st5-AttUpd,500,72,10,11.6000,1.7764
st5-AttUpd,500,73,10,11.6000,1.7764
st5-AttUpd,500,74,10,11.8000,2.3476
st5-AttUpd,500,75,10,12.7000,3.0203
st5-AttUpd,500,76,10,13.5000,3.1002
st5-AttUpd,500,77,10,13.5000,3.1002
st5-AttUpd,500,78,10,13.5000,3.1002
st5-AttUpd,500,79,10,13.5000,3.1002
st5-AttUpd,500,80,10,13.5000,3.1002
st5-AttUpd,500,81,10,13.5000,3.1002
st5-AttUpd,500,82,10,13.5000,3.1002
st5-AttUpd,500,83,10,13.5000,3.1002
st5-AttUpd,500,84,10,13.5000,3.1002
st5-AttUpd,500,85,10,13.5000,3.1002
st5-AttUpd,500,86,10,13.5000,3.1002
st5-AttUpd,500,87,10,13.5000,3.1002
st5-AttUpd,500,88,10,13.5000,3.1002
st5-AttUpd,500,89,10,14.0000,3.1623
st5-AttUpd,500,90,10,15.2000,2.3944
st5-AttUpd,500,91,10,15.9000,2.3781
st5-AttUpd,500,92,10,16.1000,2.4244
st5-AttUpd,500,93,10,16.1000,2.4244
st5-AttUpd,500,94,10,16.1000,2.4244
st5-AttUpd,500,95,10,16.1000,2.4244
st5-AttUpd,500,96,10,16.1000,2.4244
st5-AttUpd,500,97,10,16.1000,2.4244
st5-AttUpd,500,98,10,16.1000,2.4244
st5-AttUpd,500,99,10,16.1000,2.4244
st5-AttUpd,500,100,10,16.1000,2.4244
st5-AttUpd,500,101,10,16.1000,2.4244
st5-AttUpd,500,102,10,16.1000,2.4244
st5-AttUpd,500,103,10,16.1000,2.4244
st5-AttUpd,500,104,10,16.7000,2.7909
st5-AttUpd,500,105,10,18.0000,2.3570
st5-AttUpd,500,106,10,18.3000,2.5408
st5-AttUpd,500,107,10,18.5000,2.6771
st5-AttUpd,500,108,10,18.5000,2.6771
st5-AttUpd,500,109,10,18.5000,2.6771
st5-AttUpd,500,110,10,18.5000,2.6771
st5-AttUpd,500,111,10,18.5000,2.6771
st5-AttUpd,500,112,10,18.5000,2.6771
st5-AttUpd,500,113,10,18.5000,2.6771
st5-AttUpd,500,114,10,18.5000,2.6771
st5-AttUpd,500,115,10,18.5000,2.6771
st5-AttUpd,500,116,10,18.5000,2.6771
st5-AttUpd,500,117,10,18.5000,2.6771
st5-AttUpd,500,118,10,18.5000,2.6771
st5-AttUpd,500,119,10,18.8000,2.3944
istio,500,0,10,6.0000,0.0000
istio,500,1,10,6.0000,0.0000
istio,500,2,10,6.0000,0.0000
istio,500,3,10,6.0000,0.0000
istio,500,4,10,6.0000,0.0000
istio,500,5,10,6.0000,0.0000
istio,500,6,10,6.0000,0.0000
istio,500,7,10,6.0000,0.0000
istio,500,8,10,6.0000,0.0000
istio,500,9,10,6.0000,0.0000
istio,500,10,10,6.0000,0.0000
istio,500,11,10,6.0000,0.0000
istio,500,12,10,6.0000,0.0000
istio,500,13,10,6.0000,0.0000
istio,500,14,10,6.0000,0.0000
istio,500,15,10,6.1000,0.3162
istio,500,16,10,6.1000,0.3162
istio,500,17,10,6.1000,0.3162
istio,500,18,10,6.1000,0.3162
istio,500,19,10,6.1000,0.3162
istio,500,20,10,6.1000,0.3162
istio,500,21,10,6.1000,0.3162
istio,500,22,10,6.1000,0.3162
istio,500,23,10,6.1000,0.3162
istio,500,24,10,6.1000,0.3162
istio,500,25,10,6.1000,0.3162
istio,500,26,10,6.1000,0.3162
istio,500,27,10,6.1000,0.3162
istio,500,28,10,6.1000,0.3162
istio,500,29,10,6.4000,0.6992
istio,500,30,10,8.9000,1.7288
istio,500,31,10,10.3000,1.3375
istio,500,32,10,10.4000,1.0750
istio,500,33,10,10.4000,1.0750
istio,500,34,10,10.4000,1.0750
istio,500,35,10,10.4000,1.0750
istio,500,36,10,10.4000,1.0750
istio,500,37,10,10.4000,1.0750
istio,500,38,10,10.4000,1.0750
istio,500,39,10,10.4000,1.0750
istio,500,40,10,10.4000,1.0750
istio,500,41,10,10.4000,1.0750
istio,500,42,10,10.4000,1.0750
istio,500,43,10,10.4000,1.0750
istio,500,44,10,10.6000,1.1738
istio,500,45,10,11.1000,1.3703
istio,500,46,10,11.5000,0.9718
istio,500,47,10,11.6000,0.9661
istio,500,48,10,11.6000,0.9661
istio,500,49,10,11.6000,0.9661
istio,500,50,10,11.6000,0.9661
istio,500,51,10,11.6000,0.9661
istio,500,52,10,11.6000,0.9661
istio,500,53,10,11.6000,0.9661
istio,500,54,10,11.6000,0.9661
istio,500,55,10,11.6000,0.9661
istio,500,56,10,11.6000,0.9661
istio,500,57,10,11.6000,0.9661
istio,500,58,10,11.6000,0.9661
istio,500,59,10,11.8000,1.3984
istio,500,60,10,12.5000,1.2693
istio,500,61,10,13.2000,1.2293
istio,500,62,10,13.2000,1.2293
istio,500,63,10,13.2000,1.2293
istio,500,64,10,13.2000,1.2293
istio,500,65,10,13.2000,1.2293
istio,500,66,10,13.2000,1.2293
istio,500,67,10,13.2000,1.2293
istio,500,68,10,13.2000,1.2293
istio,500,69,10,13.2000,1.2293
istio,500,70,10,13.2000,1.2293
istio,500,71,10,13.2000,1.2293
istio,500,72,10,13.2000,1.2293
istio,500,73,10,13.2000,1.2293
istio,500,74,10,13.6000,1.0750
istio,500,75,10,14.5000,1.1785
istio,500,76,10,14.9000,1.3703
istio,500,77,10,14.9000,1.3703
istio,500,78,10,14.9000,1.3703
istio,500,79,10,14.9000,1.3703
istio,500,80,10,14.9000,1.3703
istio,500,81,10,14.9000,1.3703
istio,500,82,10,14.9000,1.3703
istio,500,83,10,14.9000,1.3703
istio,500,84,10,14.9000,1.3703
istio,500,85,10,14.9000,1.3703
istio,500,86,10,14.9000,1.3703
istio,500,87,10,14.9000,1.3703
istio,500,88,10,14.9000,1.3703
istio,500,89,10,15.4000,1.7127
istio,500,90,10,16.4000,2.1705
istio,500,91,10,16.7000,2.0028
istio,500,92,10,16.9000,1.6633
istio,500,93,10,16.9000,1.6633
istio,500,94,10,16.9000,1.6633
istio,500,95,10,17.3000,1.3375
istio,500,96,10,17.3000,1.3375
istio,500,97,10,17.3000,1.3375
istio,500,98,10,17.3000,1.3375
istio,500,99,10,17.3000,1.3375
istio,500,100,10,17.3000,1.3375
istio,500,101,10,17.3000,1.3375
istio,500,102,10,17.3000,1.3375
istio,500,103,10,17.3000,1.3375
istio,500,104,10,17.6000,1.7764
istio,500,105,10,17.8000,1.6865
istio,500,106,10,18.4000,1.5055
istio,500,107,10,18.4000,1.5055
istio,500,108,10,18.4000,1.5055
istio,500,109,10,18.4000,1.5055
istio,500,110,10,18.7000,1.7029
istio,500,111,10,18.7000,1.7029
istio,500,112,10,18.7000,1.7029
istio,500,113,10,18.7000,1.7029
istio,500,114,10,18.7000,1.7029
istio,500,115,10,18.7000,1.7029
istio,500,116,10,18.7000,1.7029
istio,500,117,10,18.7000,1.7029
istio,500,118,10,18.7000,1.7029
istio,500,119,10,18.7000,1.7029
st5-AttUpd,600,0,10,6.0000,0.0000
st5-AttUpd,600,1,10,6.0000,0.0000
st5-AttUpd,600,2,10,6.0000,0.0000
st5-AttUpd,600,3,10,6.0000,0.0000
st5-AttUpd,600,4,10,6.0000,0.0000
st5-AttUpd,600,5,10,6.0000,0.0000
st5-AttUpd,600,6,10,6.0000,0.0000
st5-AttUpd,600,7,10,6.0000,0.0000
st5-AttUpd,600,8,10,6.0000,0.0000
st5-AttUpd,600,9,10,6.0000,0.0000
st5-AttUpd,600,10,10,6.0000,0.0000
st5-AttUpd,600,11,10,6.0000,0.0000
st5-AttUpd,600,12,10,6.0000,0.0000
st5-AttUpd,600,13,10,6.0000,0.0000
st5-AttUpd,600,14,10,6.0000,0.0000
st5-AttUpd,600,15,10,6.1000,0.3162
st5-AttUpd,600,16,10,6.5000,0.9718
st5-AttUpd,600,17,10,6.5000,0.9718
st5-AttUpd,600,18,10,6.5000,0.9718
st5-AttUpd,600,19,10,6.5000,0.9718
st5-AttUpd,600,20,10,6.5000,0.9718
st5-AttUpd,600,21,10,6.5000,0.9718
st5-AttUpd,600,22,10,6.5000,0.9718
st5-AttUpd,600,23,10,6.5000,0.9718
st5-AttUpd,600,24,10,6.5000,0.9718
st5-AttUpd,600,25,10,6.5000,0.9718
st5-AttUpd,600,26,10,6.5000,0.9718
st5-AttUpd,600,27,10,6.5000,0.9718
st5-AttUpd,600,28,10,6.5000,0.9718
st5-AttUpd,600,29,10,6.6000,0.9661
st5-AttUpd,600,30,10,8.2000,1.7512
st5-AttUpd,600,31,10,9.7000,1.7670
st5-AttUpd,600,32,10,10.0000,1.6997
st5-AttUpd,600,33,10,10.1000,1.7288
st5-AttUpd,600,34,10,10.1000,1.7288
st5-AttUpd,600,35,10,10.1000,1.7288
st5-AttUpd,600,36,10,10.1000,1.7288
st5-AttUpd,600,37,10,10.1000,1.7288
st5-AttUpd,600,38,10,10.1000,1.7288
st5-AttUpd,600,39,10,10.1000,1.7288
st5-AttUpd,600,40,10,10.1000,1.7288
st5-AttUpd,600,41,10,10.1000,1.7288
st5-AttUpd,600,42,10,10.1000,1.7288
st5-AttUpd,600,43,10,10.1000,1.7288
st5-AttUpd,600,44,10,10.3000,1.7029
st5-AttUpd,600,45,10,11.3000,0.9487
st5-AttUpd,600,46,10,12.0000,0.6667
st5-AttUpd,600,47,10,12.0000,0.6667
st5-AttUpd,600,48,10,12.0000,0.6667
st5-AttUpd,600,49,10,12.0000,0.6667
st5-AttUpd,600,50,10,12.0000,0.6667
st5-AttUpd,600,51,10,12.0000,0.6667
st5-AttUpd,600,52,10,12.0000,0.6667
st5-AttUpd,600,53,10,12.0000,0.6667
st5-AttUpd,600,54,10,12.0000,0.6667
st5-AttUpd,600,55,10,12.0000,0.6667
st5-AttUpd,600,56,10,12.0000,0.6667
st5-AttUpd,600,57,10,12.0000,0.6667
st5-AttUpd,600,58,10,12.0000,0.6667
st5-AttUpd,600,59,10,12.0000,0.6667
st5-AttUpd,600,60,10,12.0000,0.6667
st5-AttUpd,600,61,10,12.7000,1.0593
st5-AttUpd,600,62,10,12.8000,1.0328
st5-AttUpd,600,63,10,12.8000,1.0328
st5-AttUpd,600,64,10,12.8000,1.0328
st5-AttUpd,600,65,10,12.8000,1.0328
st5-AttUpd,600,66,10,12.8000,1.0328
st5-AttUpd,600,67,10,12.8000,1.0328
st5-AttUpd,600,68,10,12.8000,1.0328
st5-AttUpd,600,69,10,12.8000,1.0328
st5-AttUpd,600,70,10,12.8000,1.0328
st5-AttUpd,600,71,10,12.8000,1.0328
st5-AttUpd,600,72,10,12.8000,1.0328
st5-AttUpd,600,73,10,12.8000,1.0328
st5-AttUpd,600,74,10,12.8000,1.0328
st5-AttUpd,600,75,10,13.1000,1.1972
st5-AttUpd,600,76,10,14.4000,1.9551
st5-AttUpd,600,77,10,14.9000,2.6437
st5-AttUpd,600,78,10,14.9000,2.6437
st5-AttUpd,600,79,10,14.9000,2.6437
st5-AttUpd,600,80,10,14.9000,2.6437
st5-AttUpd,600,81,10,14.9000,2.6437
st5-AttUpd,600,82,10,14.9000,2.6437
st5-AttUpd,600,83,10,14.9000,2.6437
st5-AttUpd,600,84,10,14.9000,2.6437
st5-AttUpd,600,85,10,14.9000,2.6437
st5-AttUpd,600,86,10,14.9000,2.6437
st5-AttUpd,600,87,10,14.9000,2.6437
st5-AttUpd,600,88,10,15.0000,2.5820
st5-AttUpd,600,89,10,15.2000,2.3476
st5-AttUpd,600,90,10,16.1000,1.9692
st5-AttUpd,600,91,10,17.4000,1.7127
st5-AttUpd,600,92,10,17.8000,1.6865
st5-AttUpd,600,93,10,17.9000,1.7288
st5-AttUpd,600,94,10,17.9000,1.7288
st5-AttUpd,600,95,10,17.9000,1.7288
st5-AttUpd,600,96,10,17.9000,1.7288
st5-AttUpd,600,97,10,17.9000,1.7288
st5-AttUpd,600,98,10,17.9000,1.7288
st5-AttUpd,600,99,10,17.9000,1.7288
st5-AttUpd,600,100,10,17.9000,1.7288
st5-AttUpd,600,101,10,17.9000,1.7288
st5-AttUpd,600,102,10,17.9000,1.7288
st5-AttUpd,600,103,10,18.0000,1.5635
st5-AttUpd,600,104,10,18.2000,1.5492
st5-AttUpd,600,105,10,18.9000,1.3703
st5-AttUpd,600,106,10,19.7000,1.6364
st5-AttUpd,600,107,10,20.2000,2.0976
st5-AttUpd,600,108,10,20.2000,2.0976
st5-AttUpd,600,109,10,20.2000,2.0976
st5-AttUpd,600,110,10,20.2000,2.0976
st5-AttUpd,600,111,10,20.2000,2.0976
st5-AttUpd,600,112,10,20.2000,2.0976
st5-AttUpd,600,113,10,20.2000,2.0976
st5-AttUpd,600,114,10,20.2000,2.0976
st5-AttUpd,600,115,10,20.2000,2.0976
st5-AttUpd,600,116,10,20.2000,2.0976
st5-AttUpd,600,117,10,20.2000,2.0976
st5-AttUpd,600,118,10,20.2000,2.0976
st5-AttUpd,600,119,10,20.3000,2.1628
istio,600,0,10,6.0000,0.0000
istio,600,1,10,6.0000,0.0000
istio,600,2,10,6.0000,0.0000
istio,600,3,10,6.0000,0.0000
istio,600,4,10,6.0000,0.0000
istio,600,5,10,6.0000,0.0000
istio,600,6,10,6.0000,0.0000
istio,600,7,10,6.0000,0.0000
istio,600,8,10,6.0000,0.0000
istio,600,9,10,6.0000,0.0000
istio,600,10,10,6.0000,0.0000
istio,600,11,10,6.0000,0.0000
istio,600,12,10,6.0000,0.0000
istio,600,13,10,6.0000,0.0000
istio,600,14,10,6.0000,0.0000
istio,600,15,10,6.0000,0.0000
istio,600,16,10,6.1000,0.3162
istio,600,17,10,6.1000,0.3162
istio,600,18,10,6.1000,0.3162
istio,600,19,10,6.1000,0.3162
istio,600,20,10,6.1000,0.3162
istio,600,21,10,6.1000,0.3162
istio,600,22,10,6.1000,0.3162
istio,600,23,10,6.1000,0.3162
istio,600,24,10,6.1000,0.3162
istio,600,25,10,6.1000,0.3162
istio,600,26,10,6.1000,0.3162
istio,600,27,10,6.1000,0.3162
istio,600,28,10,6.2000,0.4216
istio,600,29,10,6.3000,0.6749
istio,600,30,10,8.2000,2.1499
istio,600,31,10,10.2000,1.9889
istio,600,32,10,10.2000,1.9889
istio,600,33,10,10.2000,1.9889
istio,600,34,10,10.2000,1.9889
istio,600,35,10,10.2000,1.9889
istio,600,36,10,10.2000,1.9889
istio,600,37,10,10.2000,1.9889
istio,600,38,10,10.2000,1.9889
istio,600,39,10,10.2000,1.9889
istio,600,40,10,10.2000,1.9889
istio,600,41,10,10.2000,1.9889
istio,600,42,10,10.2000,1.9889
istio,600,43,10,10.2000,1.9889
istio,600,44,10,10.6000,1.6465
istio,600,45,10,11.2000,1.0328
istio,600,46,10,11.7000,0.9487
istio,600,47,10,11.9000,1.1005
istio,600,48,10,11.9000,1.1005
istio,600,49,10,11.9000,1.1005
istio,600,50,10,11.9000,1.1005
istio,600,51,10,11.9000,1.1005
istio,600,52,10,11.9000,1.1005
istio,600,53,10,11.9000,1.1005
istio,600,54,10,11.9000,1.1005
istio,600,55,10,11.9000,1.1005
istio,600,56,10,11.9000,1.1005
istio,600,57,10,11.9000,1.1005
istio,600,58,10,11.9000,1.1005
istio,600,59,10,11.9000,1.1005
istio,600,60,10,12.1000,1.4491
istio,600,61,10,12.7000,1.8288
istio,600,62,10,12.8000,1.8738
istio,600,63,10,12.8000,1.8738
istio,600,64,10,12.8000,1.8738
istio,600,65,10,12.8000,1.8738
istio,600,66,10,12.8000,1.8738
istio,600,67,10,12.8000,1.8738
istio,600,68,10,12.8000,1.8738
istio,600,69,10,12.8000,1.8738
istio,600,70,10,12.8000,1.8738
istio,600,71,10,12.8000,1.8738
istio,600,72,10,12.8000,1.8738
istio,600,73,10,12.8000,1.8738
istio,600,74,10,13.2000,1.5492
istio,600,75,10,14.8000,1.6865
istio,600,76,10,15.6000,1.8974
istio,600,77,10,15.6000,1.8974
istio,600,78,10,15.6000,1.8974
istio,600,79,10,15.6000,1.8974
istio,600,80,10,15.6000,1.8974
istio,600,81,10,15.6000,1.8974
istio,600,82,10,15.6000,1.8974
istio,600,83,10,15.6000,1.8974
istio,600,84,10,15.6000,1.8974
istio,600,85,10,15.6000,1.8974
istio,600,86,10,15.6000,1.8974
istio,600,87,10,15.6000,1.8974
istio,600,88,10,15.6000,1.8974
istio,600,89,10,16.0000,1.4907
istio,600,90,10,17.0000,1.1547
istio,600,91,10,17.8000,1.5492
istio,600,92,10,17.9000,1.5951
istio,600,93,10,17.9000,1.5951
istio,600,94,10,17.9000,1.5951
istio,600,95,10,17.9000,1.5951
istio,600,96,10,17.9000,1.5951
istio,600,97,10,17.9000,1.5951
istio,600,98,10,17.9000,1.5951
istio,600,99,10,17.9000,1.5951
istio,600,100,10,17.9000,1.5951
istio,600,101,10,17.9000,1.5951
istio,600,102,10,17.9000,1.5951
istio,600,103,10,17.9000,1.5951
istio,600,104,10,18.1000,1.4491
istio,600,105,10,19.4000,1.9551
istio,600,106,10,20.1000,2.0790
istio,600,107,10,20.1000,2.0790
istio,600,108,10,20.1000,2.0790
istio,600,109,10,20.1000,2.0790
istio,600,110,10,20.1000,2.0790
istio,600,111,10,20.1000,2.0790
istio,600,112,10,20.1000,2.0790
istio,600,113,10,20.1000,2.0790
istio,600,114,10,20.1000,2.0790
istio,600,115,10,20.1000,2.0790
istio,600,116,10,20.1000,2.0790
istio,600,117,10,20.1000,2.0790
istio,600,118,10,20.1000,2.0790
istio,600,119,10,20.4000,2.0656
st5-AttUpd,700,0,10,6.0000,0.0000
st5-AttUpd,700,1,10,6.0000,0.0000
st5-AttUpd,700,2,10,6.0000,0.0000
st5-AttUpd,700,3,10,6.0000,0.0000
st5-AttUpd,700,4,10,6.0000,0.0000
st5-AttUpd,700,5,10,6.0000,0.0000
st5-AttUpd,700,6,10,6.0000,0.0000
st5-AttUpd,700,7,10,6.0000,0.0000
st5-AttUpd,700,8,10,6.0000,0.0000
st5-AttUpd,700,9,10,6.0000,0.0000
st5-AttUpd,700,10,10,6.0000,0.0000
st5-AttUpd,700,11,10,6.0000,0.0000
st5-AttUpd,700,12,10,6.0000,0.0000
st5-AttUpd,700,13,10,6.0000,0.0000
st5-AttUpd,700,14,10,6.0000,0.0000
st5-AttUpd,700,15,10,6.0000,0.0000
st5-AttUpd,700,16,10,6.0000,0.0000
st5-AttUpd,700,17,10,6.1000,0.3162
st5-AttUpd,700,18,10,6.1000,0.3162
st5-AttUpd,700,19,10,6.1000,0.3162
st5-AttUpd,700,20,10,6.1000,0.3162
st5-AttUpd,700,21,10,6.1000,0.3162
st5-AttUpd,700,22,10,6.1000,0.3162
st5-AttUpd,700,23,10,6.1000,0.3162
st5-AttUpd,700,24,10,6.1000,0.3162
st5-AttUpd,700,25,10,6.1000,0.3162
st5-AttUpd,700,26,10,6.1000,0.3162
st5-AttUpd,700,27,10,6.1000,0.3162
st5-AttUpd,700,28,10,6.1000,0.3162
st5-AttUpd,700,29,10,6.8000,1.3166
st5-AttUpd,700,30,10,7.9000,1.6633
st5-AttUpd,700,31,10,9.1000,1.7920
st5-AttUpd,700,32,10,9.9000,1.7920
st5-AttUpd,700,33,10,10.1000,1.9120
st5-AttUpd,700,34,10,10.1000,1.9120
st5-AttUpd,700,35,10,10.1000,1.9120
st5-AttUpd,700,36,10,10.1000,1.9120
st5-AttUpd,700,37,10,10.1000,1.9120
st5-AttUpd,700,38,10,10.1000,1.9120
st5-AttUpd,700,39,10,10.1000,1.9120
st5-AttUpd,700,40,10,10.1000,1.9120
st5-AttUpd,700,41,10,10.1000,1.9120
st5-AttUpd,700,42,10,10.1000,1.9120
st5-AttUpd,700,43,10,10.1000,1.9120
st5-AttUpd,700,44,10,10.4000,1.8379
st5-AttUpd,700,45,10,11.1000,1.1005
st5-AttUpd,700,46,10,11.4000,1.0750
st5-AttUpd,700,47,10,11.5000,1.2693
st5-AttUpd,700,48,10,11.6000,1.5055
st5-AttUpd,700,49,10,11.6000,1.5055
st5-AttUpd,700,50,10,11.6000,1.5055
st5-AttUpd,700,51,10,11.6000,1.5055
st5-AttUpd,700,52,10,11.6000,1.5055
st5-AttUpd,700,53,10,11.6000,1.5055
st5-AttUpd,700,54,10,11.6000,1.5055
st5-AttUpd,700,55,10,11.6000,1.5055
st5-AttUpd,700,56,10,11.6000,1.5055
st5-AttUpd,700,57,10,11.6000,1.5055
st5-AttUpd,700,58,10,11.6000,1.5055
st5-AttUpd,700,59,10,11.9000,1.5951
st5-AttUpd,700,60,10,12.3000,1.8886
st5-AttUpd,700,61,10,12.5000,1.7159
st5-AttUpd,700,62,10,12.6000,1.7127
st5-AttUpd,700,63,10,12.7000,1.7670
st5-AttUpd,700,64,10,12.7000,1.7670
st5-AttUpd,700,65,10,12.7000,1.7670
st5-AttUpd,700,66,10,12.7000,1.7670
st5-AttUpd,700,67,10,12.7000,1.7670
st5-AttUpd,700,68,10,12.7000,1.7670
st5-AttUpd,700,69,10,12.7000,1.7670
st5-AttUpd,700,70,10,12.7000,1.7670
st5-AttUpd,700,71,10,12.7000,1.7670
st5-AttUpd,700,72,10,12.7000,1.7670
st5-AttUpd,700,73,10,12.8000,1.8738
st5-AttUpd,700,74,10,13.3000,2.0575
st5-AttUpd,700,75,10,13.4000,2.1705
st5-AttUpd,700,76,10,14.1000,1.9692
st5-AttUpd,700,77,10,14.6000,2.4585
st5-AttUpd,700,78,10,14.6000,2.4585
st5-AttUpd,700,79,10,14.6000,2.4585
st5-AttUpd,700,80,10,14.6000,2.4585
st5-AttUpd,700,81,10,14.6000,2.4585
st5-AttUpd,700,82,10,14.6000,2.4585
st5-AttUpd,700,83,10,14.6000,2.4585
st5-AttUpd,700,84,10,14.6000,2.4585
st5-AttUpd,700,85,10,14.6000,2.4585
st5-AttUpd,700,86,10,14.6000,2.4585
st5-AttUpd,700,87,10,14.6000,2.4585
st5-AttUpd,700,88,10,14.6000,2.4585
st5-AttUpd,700,89,10,15.3000,2.6687
st5-AttUpd,700,90,10,16.2000,2.2010
st5-AttUpd,700,91,10,17.0000,1.9437
st5-AttUpd,700,92,10,17.3000,2.1628
st5-AttUpd,700,93,10,17.3000,2.1628
st5-AttUpd,700,94,10,17.3000,2.1628
st5-AttUpd,700,95,10,17.3000,2.1628
st5-AttUpd,700,96,10,17.3000,2.1628
st5-AttUpd,700,97,10,17.3000,2.1628
st5-AttUpd,700,98,10,17.3000,2.1628
st5-AttUpd,700,99,10,17.3000,2.1628
st5-AttUpd,700,100,10,17.3000,2.1628
st5-AttUpd,700,101,10,17.3000,2.1628
st5-AttUpd,700,102,10,17.3000,2.1628
st5-AttUpd,700,103,10,17.3000,2.1628
st5-AttUpd,700,104,10,18.1000,2.7264
st5-AttUpd,700,105,10,19.0000,2.2608
st5-AttUpd,700,106,10,19.3000,2.3594
st5-AttUpd,700,107,10,19.5000,2.5055
st5-AttUpd,700,108,10,19.8000,2.8597
st5-AttUpd,700,109,10,19.8000,2.8597
st5-AttUpd,700,110,10,19.8000,2.8597
st5-AttUpd,700,111,10,19.8000,2.8597
st5-AttUpd,700,112,10,19.8000,2.8597
st5-AttUpd,700,113,10,19.8000,2.8597
st5-AttUpd,700,114,10,19.8000,2.8597
st5-AttUpd,700,115,10,19.8000,2.8597
st5-AttUpd,700,116,10,19.8000,2.8597
st5-AttUpd,700,117,10,19.8000,2.8597
st5-AttUpd,700,118,10,19.8000,2.8597
st5-AttUpd,700,119,10,20.2000,3.2931
istio,700,0,10,6.0000,0.0000
istio,700,1,10,6.0000,0.0000
istio,700,2,10,6.0000,0.0000
istio,700,3,10,6.0000,0.0000
istio,700,4,10,6.0000,0.0000
istio,700,5,10,6.0000,0.0000
istio,700,6,10,6.0000,0.0000
istio,700,7,10,6.0000,0.0000
istio,700,8,10,6.0000,0.0000
istio,700,9,10,6.0000,0.0000
istio,700,10,10,6.0000,0.0000
istio,700,11,10,6.0000,0.0000
istio,700,12,10,6.0000,0.0000
istio,700,13,10,6.0000,0.0000
istio,700,14,10,6.0000,0.0000
istio,700,15,10,6.4000,0.6992
istio,700,16,10,6.7000,1.0593
istio,700,17,10,6.7000,1.0593
istio,700,18,10,6.7000,1.0593
istio,700,19,10,6.7000,1.0593
istio,700,20,10,6.7000,1.0593
istio,700,21,10,6.7000,1.0593
istio,700,22,10,6.7000,1.0593
istio,700,23,10,6.7000,1.0593
istio,700,24,10,6.7000,1.0593
istio,700,25,10,6.7000,1.0593
istio,700,26,10,6.7000,1.0593
istio,700,27,10,6.7000,1.0593
istio,700,28,10,6.7000,1.0593
istio,700,29,10,6.7000,1.0593
istio,700,30,10,8.0000,1.4907
istio,700,31,10,10.3000,1.5670
istio,700,32,10,10.5000,1.5092
istio,700,33,10,10.5000,1.5092
istio,700,34,10,10.5000,1.5092
istio,700,35,10,10.5000,1.5092
istio,700,36,10,10.5000,1.5092
istio,700,37,10,10.5000,1.5092
istio,700,38,10,10.5000,1.5092
istio,700,39,10,10.5000,1.5092
istio,700,40,10,10.5000,1.5092
istio,700,41,10,10.5000,1.5092
istio,700,42,10,10.5000,1.5092
istio,700,43,10,10.5000,1.5092
istio,700,44,10,10.5000,1.5092
istio,700,45,10,11.2000,1.2293
istio,700,46,10,12.0000,0.9428
istio,700,47,10,12.0000,0.9428
istio,700,48,10,12.0000,0.9428
istio,700,49,10,12.0000,0.9428
istio,700,50,10,12.0000,0.9428
istio,700,51,10,12.0000,0.9428
istio,700,52,10,12.0000,0.9428
istio,700,53,10,12.0000,0.9428
istio,700,54,10,12.0000,0.9428
istio,700,55,10,12.0000,0.9428
istio,700,56,10,12.0000,0.9428
istio,700,57,10,12.0000,0.9428
istio,700,58,10,12.0000,0.9428
istio,700,59,10,12.0000,0.9428
istio,700,60,10,12.3000,1.1595
istio,700,61,10,13.3000,1.4944
istio,700,62,10,13.4000,1.5055
istio,700,63,10,13.4000,1.5055
istio,700,64,10,13.4000,1.5055
istio,700,65,10,13.4000,1.5055
istio,700,66,10,13.4000,1.5055
istio,700,67,10,13.4000,1.5055
istio,700,68,10,13.4000,1.5055
istio,700,69,10,13.4000,1.5055
istio,700,70,10,13.4000,1.5055
istio,700,71,10,13.4000,1.5055
istio,700,72,10,13.4000,1.5055
istio,700,73,10,13.4000,1.5055
istio,700,74,10,13.4000,1.5055
istio,700,75,10,14.9000,1.7288
istio,700,76,10,16.1000,1.4491
istio,700,77,10,16.2000,1.5492
istio,700,78,10,16.2000,1.5492
istio,700,79,10,16.2000,1.5492
istio,700,80,10,16.2000,1.5492
istio,700,81,10,16.2000,1.5492
istio,700,82,10,16.2000,1.5492
istio,700,83,10,16.2000,1.5492
istio,700,84,10,16.2000,1.5492
istio,700,85,10,16.2000,1.5492
istio,700,86,10,16.2000,1.5492
istio,700,87,10,16.2000,1.5492
istio,700,88,10,16.2000,1.5492
istio,700,89,10,16.2000,1.5492
istio,700,90,10,17.3000,2.1108
istio,700,91,10,18.6000,1.5776
istio,700,92,10,18.7000,1.7670
istio,700,93,10,18.7000,1.7670
istio,700,94,10,18.7000,1.7670
istio,700,95,10,18.7000,1.7670
istio,700,96,10,18.7000,1.7670
istio,700,97,10,18.7000,1.7670
istio,700,98,10,18.7000,1.7670
